sessionID,seriesID,Latitude,Longitude,Manual Cluster
6,268,31.450194,31.6721105,0
6,269,31.450217,31.67221467,0
6,270,31.45024033,31.6723175,0
6,271,31.45026333,31.67241817,0
6,272,31.45028667,31.67251783,0
6,273,31.45031,31.67261617,0
6,274,31.45033267,31.67271317,0
6,275,31.45035483,31.6728085,0
6,276,31.45037733,31.6729035,0
6,277,31.4503995,31.67300117,0
6,278,31.45042183,31.673101,0
6,279,31.45044467,31.67320167,0
6,280,31.4504665,31.673305,0
6,281,31.45048833,31.67340817,0
6,282,31.45051,31.67351267,0
6,283,31.450532,31.67361767,0
6,284,31.45055183,31.6737235,0
6,285,31.45057267,31.67382917,0
6,286,31.45059383,31.67393633,0
6,287,31.45061617,31.67404417,0
6,288,31.4506375,31.674152,0
6,289,31.45065933,31.67426017,0
6,290,31.45068033,31.67436833,0
6,291,31.45070167,31.674477,0
6,292,31.45072317,31.67458583,0
6,293,31.4507445,31.67469483,0
6,294,31.4507655,31.6748035,0
6,295,31.450787,31.674913,0
6,296,31.45080883,31.67502183,0
6,297,31.45083117,31.67513017,0
6,298,31.45085433,31.67523933,0
6,299,31.450877,31.675348,0
6,300,31.45090033,31.67545617,0
6,301,31.4509235,31.67556367,0
6,302,31.45094817,31.67567017,0
6,303,31.45097267,31.67577733,0
6,304,31.45099567,31.67588417,0
6,305,31.45101983,31.675987,0
6,306,31.45104267,31.6760865,0
6,307,31.4510655,31.67618167,0
6,308,31.45108667,31.67627333,0
6,309,31.45110683,31.67636133,0
6,310,31.45112517,31.67644583,0
6,311,31.4511455,31.67652283,0
6,312,31.451164,31.67659833,0
6,313,31.45118217,31.67667217,0
6,314,31.45119867,31.67674367,0
6,315,31.45121433,31.67681567,0
6,316,31.45123117,31.67689117,0
6,317,31.45124917,31.67697133,0
6,318,31.4512685,31.67705467,0
6,319,31.45129133,31.67714233,0
6,320,31.45131517,31.67723267,0
6,321,31.45133867,31.6773245,0
6,322,31.45136233,31.67741633,0
6,323,31.45138617,31.67751117,0
6,324,31.45141067,31.6776085,0
6,325,31.45143517,31.67770833,0
6,326,31.45145917,31.67780817,0
6,327,31.45148267,31.67791167,0
6,328,31.45150633,31.678017,0
6,329,31.4515325,31.6781255,0
6,330,31.45155533,31.67823767,0
6,331,31.45157883,31.6783485,0
6,332,31.45159933,31.67845933,0
6,333,31.45162417,31.67857267,0
6,334,31.45164933,31.67868517,0
6,335,31.451674,31.67879717,0
6,336,31.45169983,31.67890917,0
6,337,31.451726,31.67902233,0
6,338,31.45175217,31.67913683,0
6,339,31.45177717,31.67925117,0
6,340,31.4518015,31.67936617,0
6,341,31.45182583,31.67947883,0
6,342,31.45185033,31.67959167,0
6,343,31.45187517,31.67970517,0
6,344,31.45190083,31.679819,0
6,345,31.45192683,31.67993367,0
6,346,31.45195383,31.68004967,0
6,347,31.45198017,31.68016467,0
6,348,31.45200667,31.680281,0
6,349,31.45203367,31.68039933,0
6,350,31.45205933,31.6805165,0
6,351,31.45208467,31.680632,0
6,352,31.45210867,31.68074317,0
6,353,31.4521325,31.68085183,0
6,354,31.45215567,31.68095783,0
6,355,31.45217767,31.6810605,0
6,356,31.45219933,31.68116383,0
6,357,31.45222067,31.68126833,0
6,358,31.4522435,31.68137617,0
6,359,31.45226583,31.681483,0
6,360,31.45228733,31.6815905,0
6,361,31.45231033,31.6817005,0
6,362,31.45233383,31.68181083,0
6,363,31.4523575,31.681922,0
6,364,31.4523815,31.682034,0
6,365,31.4524055,31.68214633,0
6,366,31.45242967,31.68225883,0
6,367,31.45245367,31.68237083,0
6,368,31.452477,31.68248133,0
6,369,31.45249983,31.6825905,0
6,370,31.45252233,31.68269767,0
6,371,31.45254517,31.68280317,0
6,372,31.45256833,31.68290667,0
6,373,31.45259117,31.68300917,0
6,374,31.4526135,31.683109,0
6,375,31.45263517,31.68320733,0
6,376,31.45265567,31.6833055,0
6,377,31.45267617,31.68340233,0
6,378,31.45269583,31.68350117,0
6,379,31.45271633,31.6836065,0
6,380,31.45273917,31.68372167,0
6,381,31.4527645,31.68384833,0
6,382,31.45279267,31.68398533,0
6,383,31.4528225,31.6841325,0
6,384,31.45285567,31.6842895,0
6,385,31.45289017,31.68445217,0
6,386,31.4529255,31.68461567,0
6,387,31.452961,31.68478033,0
6,388,31.45299683,31.68494833,0
6,389,31.453033,31.685116,0
6,390,31.4530705,31.68528317,0
6,391,31.4531095,31.6854535,0
6,392,31.4531505,31.68562767,0
6,393,31.453194,31.68580917,0
6,394,31.4532385,31.685994,0
6,395,31.4532835,31.686182,0
6,396,31.45332933,31.68637333,0
6,397,31.4533755,31.68656767,0
6,398,31.45342133,31.68676483,0
6,399,31.45346667,31.68696567,0
6,400,31.45351117,31.68716617,0
6,401,31.45355417,31.68736717,0
6,402,31.45359717,31.6875695,0
6,403,31.45363867,31.68777117,0
6,404,31.45368183,31.6879745,0
6,405,31.453725,31.68817683,0
6,406,31.45376617,31.68837533,0
6,407,31.45380683,31.6885725,0
6,408,31.45385117,31.6887695,0
6,409,31.45389683,31.68896783,0
6,410,31.453943,31.6891695,0
6,411,31.45398767,31.68937233,0
6,412,31.4540325,31.68957317,0
6,413,31.45407783,31.689775,0
6,414,31.45412283,31.689975,0
6,415,31.45416617,31.69017133,0
6,416,31.45420183,31.69036767,0
6,417,31.454237,31.69056767,0
6,418,31.45427183,31.69077117,0
6,419,31.4543105,31.690978,0
6,420,31.45435233,31.69118733,0
6,421,31.4543985,31.69140033,3
6,422,31.45444733,31.69161967,3
6,423,31.45449917,31.69184433,0
6,424,31.45455583,31.6920755,0
6,425,31.45461667,31.69231017,0
6,426,31.454677,31.69254983,0
6,427,31.45473517,31.69279533,0
6,428,31.45479,31.69304417,0
6,429,31.45484533,31.69329783,0
6,430,31.4548975,31.69355317,0
6,431,31.45495017,31.69381,0
6,432,31.4550015,31.69406167,0
6,433,31.4550495,31.694298,0
7,434,31.4513045,31.715747,4
7,435,31.45130467,31.71574733,0
7,436,31.45130483,31.7157475,0
7,437,31.45130467,31.71574767,0
7,438,31.45130483,31.71574783,0
7,439,31.45130483,31.7157475,0
7,440,31.45130433,31.7157475,0
7,441,31.45130417,31.71574733,0
7,442,31.451304,31.715747,0
7,443,31.4513035,31.71574533,0
7,444,31.45130333,31.71574483,0
7,445,31.45130333,31.71574417,0
7,446,31.4513025,31.71574183,0
7,447,31.45130267,31.71574167,0
7,448,31.451302,31.715741,0
7,449,31.4513,31.71574083,0
7,450,31.4512995,31.715742,0
7,451,31.451299,31.71574167,0
7,452,31.45129717,31.715736,0
7,453,31.451293,31.715721,0
7,454,31.45128633,31.7156935,0
7,455,31.45127667,31.71565717,0
7,456,31.45126533,31.71561017,0
7,457,31.45125383,31.71555667,0
7,458,31.45124233,31.71550033,0
7,459,31.4512315,31.7154365,0
7,460,31.45121833,31.71535817,0
7,461,31.45120317,31.71526517,0
7,462,31.4511875,31.7151615,0
7,463,31.45117217,31.71504683,0
7,464,31.4511575,31.71492233,0
7,465,31.45114383,31.71479517,0
7,466,31.451131,31.71466483,0
7,467,31.451117,31.71452717,0
7,468,31.4511035,31.71437917,0
7,469,31.45109133,31.71422233,0
7,470,31.45108083,31.71405567,0
7,471,31.45107467,31.71388233,0
7,472,31.45107417,31.7137025,0
7,473,31.4510795,31.7135245,0
7,474,31.45108783,31.71334517,0
7,475,31.45109983,31.71316283,0
7,476,31.45111833,31.71297417,0
7,477,31.45113933,31.71277967,0
7,478,31.45116333,31.71258283,0
7,479,31.45118967,31.71238383,0
7,480,31.4512215,31.71218233,0
7,481,31.45125933,31.7119775,0
7,482,31.45130117,31.71177033,0
7,483,31.45134883,31.71156033,0
7,484,31.4514,31.71135017,0
7,485,31.45145417,31.71115083,0
7,486,31.45149967,31.71095,0
7,487,31.45154683,31.71074433,0
7,488,31.4516045,31.71054817,0
7,489,31.45167517,31.71034717,0
7,490,31.45175283,31.71014933,0
7,491,31.45183433,31.70995867,0
7,492,31.451918,31.70978183,0
7,493,31.4519985,31.7096235,0
7,494,31.45207333,31.70948783,3
7,495,31.45214117,31.70937717,3
7,496,31.45220017,31.70929,3
7,497,31.45224567,31.70922767,3
7,498,31.45227483,31.7091825,3
7,499,31.45229483,31.70915017,3
7,500,31.45231583,31.70911667,3
7,501,31.45234167,31.709074,3
7,502,31.45237333,31.70901933,3
7,503,31.45241217,31.708955,3
7,504,31.45245717,31.70888083,3
7,505,31.4525045,31.708803,3
7,506,31.45255267,31.7087225,3
7,507,31.45260567,31.70863333,3
7,508,31.452663,31.70853617,3
7,509,31.4527255,31.70843,3
7,510,31.45279283,31.70831633,3
7,511,31.45286617,31.70819533,3
7,512,31.452943,31.70806767,3
7,513,31.4530215,31.70794067,3
7,514,31.4530995,31.70781417,3
7,515,31.45317833,31.7076845,3
7,516,31.45325833,31.70754967,3
7,517,31.45333883,31.7074105,3
7,518,31.45342217,31.70726883,3
7,519,31.45350717,31.70712467,3
7,520,31.45359233,31.7069765,3
7,521,31.45367967,31.70682567,3
7,522,31.45376983,31.70667317,3
7,523,31.453861,31.7065215,0
7,524,31.45395217,31.70636883,0
7,525,31.45404017,31.70621267,0
7,526,31.4541245,31.706053,0
7,527,31.45421067,31.7058905,0
7,528,31.454301,31.7057275,0
7,529,31.4543965,31.7055635,0
7,530,31.45449183,31.70540283,0
7,531,31.454588,31.70524367,0
7,532,31.45468633,31.70508183,0
7,533,31.45478483,31.704914,0
7,534,31.4548835,31.70473883,0
7,535,31.45498217,31.70455983,0
7,536,31.45508,31.704373,0
7,537,31.45517533,31.70417833,0
7,538,31.45526483,31.703975,0
7,539,31.45534933,31.70376033,0
7,540,31.45543333,31.70354317,0
7,541,31.45551217,31.70331883,0
7,542,31.45558883,31.7030905,0
7,543,31.4556635,31.7028565,0
7,544,31.45573833,31.70262233,0
7,545,31.45580767,31.70237883,0
7,546,31.45587383,31.70213483,0
7,547,31.455935,31.701885,0
7,548,31.455992,31.70162983,0
7,549,31.456041,31.70137283,0
7,550,31.45608017,31.70110767,0
7,551,31.4561145,31.70083783,0
7,552,31.45614083,31.70056517,0
7,553,31.4561605,31.70029033,0
7,554,31.4561715,31.70001883,0
7,555,31.45617317,31.69974517,0
7,556,31.456169,31.69946833,0
7,557,31.45615767,31.69918917,0
7,558,31.45613883,31.6989135,0
7,559,31.45611167,31.69863617,0
7,560,31.45608167,31.69836383,0
7,561,31.45604383,31.69809367,0
7,562,31.45600033,31.69782183,0
7,563,31.4559515,31.69754967,0
7,564,31.45589983,31.6972755,0
7,565,31.4558455,31.697002,0
7,566,31.455789,31.69672633,0
7,567,31.45573417,31.69645183,0
7,568,31.45568083,31.6961815,0
7,569,31.45562783,31.69592733,0
7,570,31.4555715,31.69568717,0
7,571,31.45551733,31.69545117,0
7,572,31.45546567,31.6952145,0
7,573,31.4554145,31.69497783,0
7,574,31.45536183,31.69474133,0
7,575,31.4553075,31.69450233,0
7,576,31.45525333,31.6942615,0
7,577,31.45520033,31.69401683,0
7,578,31.45514867,31.69377483,0
7,579,31.45509117,31.69352533,0
7,580,31.45503317,31.6932715,0
7,581,31.45497633,31.69301433,0
7,582,31.45491833,31.69275517,0
7,583,31.45486,31.69249417,0
7,584,31.45480283,31.6922305,0
7,585,31.45474217,31.69196783,0
7,586,31.45468283,31.69170217,0
7,587,31.45462817,31.69143583,0
7,588,31.45457467,31.691168,0
7,589,31.45452067,31.69090233,0
7,599,31.45446517,31.69063417,0
7,600,31.4544085,31.69036483,0
7,601,31.45435083,31.69009783,0
7,602,31.45429233,31.68982917,0
7,603,31.45423317,31.68956117,0
7,604,31.45417467,31.689293,0
7,605,31.45411733,31.68902417,0
7,606,31.4540615,31.6887555,0
7,607,31.45400683,31.688488,0
7,608,31.45395233,31.68822017,0
7,609,31.45390083,31.68795133,0
7,610,31.45384933,31.68768183,0
7,611,31.45379833,31.68741167,0
7,612,31.45374617,31.68714167,0
7,613,31.45369517,31.68687183,0
7,614,31.45364333,31.68660367,0
7,615,31.4535895,31.6863355,0
7,616,31.453533,31.68606817,0
7,617,31.45347417,31.6858035,0
7,618,31.45341683,31.68554017,0
7,619,31.45336033,31.68527783,0
7,620,31.4533025,31.685014,0
7,621,31.453244,31.68475067,0
7,622,31.45318433,31.68448717,0
7,623,31.45312317,31.68422467,0
7,624,31.45306267,31.68396117,0
7,625,31.4530005,31.68369617,0
7,626,31.45293783,31.68343017,0
7,627,31.45287583,31.68316267,0
7,628,31.45281517,31.68289417,0
7,629,31.452756,31.6826245,0
7,630,31.45269783,31.68235467,0
7,631,31.45263917,31.68208433,0
7,632,31.45258033,31.68181317,0
7,633,31.45252183,31.68154133,0
7,634,31.452462,31.68127017,0
7,635,31.4524015,31.680998,0
7,636,31.452341,31.680725,0
7,637,31.45228,31.6804505,0
7,638,31.45221867,31.68017417,0
7,639,31.45215833,31.67989617,0
7,640,31.45209717,31.67961483,0
7,641,31.45203667,31.67933083,0
7,642,31.45197533,31.6790445,0
7,643,31.4519135,31.67875633,0
7,644,31.4518515,31.67846567,0
7,645,31.45178967,31.67817333,0
7,646,31.45172783,31.67787867,0
7,647,31.45166817,31.67758283,0
7,648,31.45160933,31.67728383,0
7,649,31.45154933,31.676985,0
7,650,31.45148733,31.67668667,0
7,651,31.45142433,31.67638917,0
7,652,31.4513595,31.67609217,0
7,653,31.45129333,31.6757965,0
7,654,31.45122567,31.6755015,0
7,655,31.4511585,31.67520783,0
7,656,31.45109117,31.674915,0
7,657,31.45102333,31.67462183,0
7,658,31.4509565,31.674329,0
7,659,31.45088817,31.67403683,0
7,660,31.45081967,31.67374517,0
7,661,31.45075183,31.6734545,0
7,662,31.45068417,31.67316417,0
7,663,31.45061667,31.67287317,0
7,664,31.45055133,31.67258233,0
7,665,31.450487,31.67229167,0
7,667,31.45042333,31.67200117,0
7,668,31.45036067,31.67171033,0
7,669,31.450298,31.67142083,0
7,670,31.4502375,31.67113717,0
7,671,31.45017983,31.67086667,0
7,672,31.45012383,31.67061,0
7,673,31.45006967,31.67036517,0
7,674,31.45001867,31.6701295,0
7,675,31.44997183,31.6698985,0
7,676,31.4499285,31.66966867,0
7,678,31.44988733,31.66943717,0
7,679,31.44984417,31.66920267,0
7,680,31.4497975,31.6689665,0
7,681,31.44974717,31.668729,0
7,682,31.449693,31.66848817,0
7,683,31.44963883,31.66824433,0
7,684,31.44958617,31.667999,0
7,685,31.44953567,31.66775117,0
7,686,31.44948583,31.66750067,0
7,687,31.44943517,31.667246,0
7,688,31.44938417,31.66698783,0
7,689,31.44933083,31.6667275,0
7,690,31.44927433,31.66646567,0
7,691,31.4492155,31.6662025,0
7,692,31.4491555,31.6659375,0
7,693,31.44909667,31.66567117,0
7,694,31.4490355,31.6654015,0
7,695,31.44897433,31.6651305,0
7,696,31.4489125,31.66485817,0
7,697,31.44884883,31.66458433,0
7,698,31.44878433,31.66431083,0
7,699,31.44871967,31.66403783,0
7,700,31.44865433,31.66376583,0
7,701,31.44859067,31.66349467,0
7,702,31.44852717,31.66322433,0
7,703,31.44846133,31.66295417,0
7,704,31.448397,31.66268517,0
7,705,31.448335,31.66241633,0
7,706,31.44827367,31.66214783,0
7,707,31.448213,31.66188033,0
7,708,31.44815283,31.6616125,0
7,709,31.44809417,31.66134517,0
7,710,31.44803583,31.6610785,0
7,711,31.447979,31.66081167,0
7,712,31.447922,31.66054483,0
7,713,31.4478645,31.66027833,0
7,714,31.44780683,31.66001233,0
7,715,31.44774917,31.659746,0
7,716,31.4476925,31.65947967,0
7,717,31.44763633,31.65921317,0
7,718,31.44758167,31.6589485,0
7,719,31.4475285,31.65868567,0
7,720,31.44747583,31.65842533,0
7,721,31.44742283,31.658168,0
7,722,31.44737067,31.65791333,0
7,723,31.44731967,31.6576605,0
7,724,31.44726883,31.65741117,0
7,725,31.4472185,31.65716633,0
7,726,31.44716867,31.65692733,0
7,727,31.44711883,31.65669383,0
7,728,31.44706867,31.656466,0
7,729,31.44701933,31.65624533,0
7,730,31.446971,31.65603033,0
7,731,31.4469245,31.65582117,0
7,732,31.44687833,31.65561667,0
7,733,31.44683317,31.655418,0
7,734,31.44678833,31.655223,0
7,735,31.44674233,31.6550265,0
7,736,31.446696,31.654826,0
7,737,31.446651,31.65462333,0
7,738,31.44660483,31.654417,0
7,739,31.44655733,31.65420717,0
7,740,31.44650783,31.65399383,0
7,741,31.44645817,31.65377983,0
7,742,31.446409,31.6535655,0
7,743,31.44636117,31.65335317,0
7,744,31.44631367,31.653143,0
7,745,31.44626567,31.65293317,0
7,746,31.44621783,31.65272217,0
7,747,31.44616967,31.65250817,0
7,748,31.44612117,31.65229067,0
7,749,31.44607317,31.652071,0
7,750,31.446025,31.65184867,0
7,751,31.44597717,31.6516235,0
7,752,31.44592917,31.65139567,0
7,753,31.44588067,31.65116567,0
7,754,31.445831,31.65093333,0
7,755,31.4457815,31.65069917,0
7,756,31.4457305,31.6504635,0
7,757,31.44567933,31.65022617,0
7,758,31.445629,31.6499865,0
7,759,31.44558083,31.64974567,0
7,760,31.44553367,31.64950383,0
7,761,31.44548683,31.64926117,0
7,762,31.44544067,31.64901767,0
7,763,31.445398,31.64877217,0
7,764,31.44535867,31.64852517,0
7,765,31.44532033,31.64827683,0
7,766,31.44528333,31.64802783,0
7,767,31.44524767,31.64777667,0
7,768,31.44521517,31.64752433,0
7,769,31.44518567,31.6472705,0
7,770,31.44516,31.647016,0
7,771,31.44513767,31.6467605,0
7,772,31.4451195,31.64650317,0
7,773,31.44510483,31.64624417,0
7,774,31.44509667,31.64598433,0
7,775,31.44509383,31.64572567,0
7,776,31.4450955,31.6454705,0
7,777,31.4451,31.6452215,0
7,778,31.4451055,31.6449805,0
7,779,31.44511367,31.6447485,0
7,780,31.44512333,31.64452783,0
